Tenure,CityTier,WarehouseToHome,HourSpendOnApp,NumberOfDeviceRegistered,SatisfactionScore,NumberOfAddress,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount,CashbackPerOrder,CouponPerOrder,AppHoursPerDevice,IsNewCustomer,OrdersPerMonth,CashbackPerMonth,PreferredLoginDevice_Computer,PreferredLoginDevice_Mobile Phone,PreferredPaymentMode_Cash on Delivery,PreferredPaymentMode_Credit Card,PreferredPaymentMode_Debit Card,PreferredPaymentMode_E wallet,PreferredPaymentMode_UPI,Gender_Female,Gender_Male,PreferedOrderCat_Fashion,PreferedOrderCat_Grocery,PreferedOrderCat_Laptop & Accessory,PreferedOrderCat_Mobile Phone,PreferedOrderCat_Others,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Churn
17.0,3,31.0,4.0,4,5,8,14.0,3.0,3.0,3.0,229,76.33333333333333,1.0,1.0,0,0.16666666666666666,12.722222222222221,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
8.0,3,20.0,3.0,4,3,3,19.0,1.0,2.0,3.0,211,105.5,0.5,0.75,0,0.2222222222222222,23.444444444444443,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
9.0,1,15.0,2.0,3,4,2,16.0,1.0,1.0,3.0,123,123.0,1.0,0.6666666666666666,0,0.1,12.3,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
5.0,1,18.0,3.0,4,1,5,20.0,1.0,2.0,3.0,149,74.5,0.5,0.75,0,0.3333333333333333,24.833333333333332,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
9.0,1,14.0,3.0,5,5,2,11.0,0.0,1.0,7.0,121,121.0,0.0,0.6,0,0.1,12.1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
3.0,1,15.0,3.0,3,3,8,18.0,0.0,1.0,7.0,147,147.0,0.0,1.0,1,0.25,36.75,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
6.0,1,15.0,3.0,3,2,1,13.0,1.0,4.0,10.0,128,32.0,0.25,1.0,0,0.5714285714285714,18.285714285714285,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
11.0,1,8.0,3.0,3,3,7,13.0,0.0,1.0,1.0,131,131.0,0.0,1.0,0,0.08333333333333333,10.916666666666666,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
4.0,3,11.0,3.0,3,4,2,11.0,0.0,2.0,2.0,128,64.0,0.0,1.0,0,0.4,25.6,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
5.0,3,10.0,2.0,3,4,3,11.0,1.0,1.0,2.0,139,139.0,1.0,0.6666666666666666,0,0.16666666666666666,23.166666666666668,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
11.0,1,12.0,2.0,4,3,2,11.0,1.0,1.0,4.0,137,137.0,1.0,0.5,0,0.08333333333333333,11.416666666666666,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
2.0,3,5.0,2.0,3,2,1,19.0,0.0,1.0,1.0,143,143.0,0.0,0.6666666666666666,1,0.3333333333333333,47.666666666666664,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
0.0,1,14.0,2.0,4,1,2,13.0,0.0,1.0,1.0,124,124.0,0.0,0.5,1,1.0,124.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1
19.0,1,7.0,4.0,5,3,5,24.0,4.0,2.0,5.0,232,116.0,2.0,0.8,0,0.1,11.6,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0
12.0,1,17.0,4.0,4,3,2,18.0,1.0,2.0,3.0,152,76.0,0.5,1.0,0,0.15384615384615385,11.692307692307692,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0
1.0,3,8.0,2.0,3,4,2,20.0,6.0,7.0,5.0,148,21.142857142857142,0.8571428571428571,0.6666666666666666,1,3.5,74.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
1.0,1,9.0,3.0,5,2,3,23.0,1.0,2.0,1.0,136,68.0,0.5,0.6,1,1.0,68.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
24.0,3,19.0,4.0,4,1,6,12.0,2.0,3.0,3.0,217,72.33333333333333,0.6666666666666666,1.0,0,0.12,8.68,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
9.0,1,23.0,3.0,5,4,2,12.0,2.0,2.0,3.0,173,86.5,1.0,0.6,0,0.2,17.3,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0
13.0,1,16.0,4.0,4,4,11,16.0,2.0,2.0,4.0,193,96.5,1.0,1.0,0,0.14285714285714285,13.785714285714286,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
9.0,3,16.0,2.0,3,3,2,19.0,0.0,1.0,0.0,122,122.0,0.0,0.6666666666666666,0,0.1,12.2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
9.0,1,12.0,3.0,1,5,4,13.0,1.0,1.0,2.0,156,156.0,1.0,3.0,0,0.1,15.6,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
23.0,3,15.0,3.0,5,4,8,18.0,2.0,2.0,4.0,256,128.0,1.0,0.6,0,0.08333333333333333,10.666666666666666,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
0.0,1,14.0,3.0,3,3,2,12.0,1.0,2.0,2.0,126,63.0,0.5,1.0,1,2.0,126.0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
1.0,1,10.0,3.0,4,3,3,13.0,7.0,8.0,8.0,166,20.75,0.875,0.75,1,4.0,83.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
17.0,1,17.0,3.0,4,1,2,20.0,1.0,2.0,8.0,150,75.0,0.5,0.75,0,0.1111111111111111,8.333333333333334,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
10.0,1,10.0,3.0,4,4,3,13.0,2.0,2.0,8.0,162,81.0,1.0,0.75,0,0.18181818181818182,14.727272727272727,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
20.0,1,9.0,3.0,4,3,8,15.0,1.0,2.0,2.0,304,152.0,0.5,0.75,0,0.09523809523809523,14.476190476190476,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
14.0,3,7.0,3.0,6,1,4,23.0,2.0,2.0,3.0,200,100.0,1.0,0.5,0,0.13333333333333333,13.333333333333334,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
2.0,1,22.0,3.0,4,3,3,17.0,3.0,3.0,3.0,147,49.0,1.0,0.75,1,1.0,49.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1.0,3,11.0,3.0,6,1,3,12.0,7.0,10.0,3.0,229,22.9,0.7,0.5,1,5.0,114.5,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1
5.0,3,6.0,2.0,3,1,2,19.0,3.0,5.0,7.0,204,40.8,0.6,0.6666666666666666,0,0.8333333333333334,34.0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
9.0,3,25.0,3.0,4,3,3,17.0,2.0,2.0,1.0,171,85.5,1.0,0.75,0,0.2,17.1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
1.0,1,7.0,4.0,6,4,9,14.0,2.0,4.0,8.0,147,36.75,0.5,0.6666666666666666,1,2.0,73.5,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
1.0,2,13.0,4.0,4,5,6,23.0,2.0,2.0,3.0,146,73.0,1.0,1.0,1,1.0,73.0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
7.0,1,8.0,3.0,3,1,2,11.0,4.0,4.0,11.0,167,41.75,1.0,1.0,0,0.5,20.875,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
13.0,1,10.0,2.0,3,3,2,14.0,1.0,9.0,9.0,290,32.22222222222222,0.1111111111111111,0.6666666666666666,0,0.6428571428571429,20.714285714285715,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0
15.0,1,15.0,3.0,6,2,4,16.0,1.0,2.0,4.0,232,116.0,0.5,0.5,0,0.125,14.5,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1
9.0,1,8.0,4.0,6,1,3,13.0,2.0,2.0,2.0,155,77.5,1.0,0.6666666666666666,0,0.2,15.5,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
24.0,3,20.0,2.0,3,2,5,11.0,0.0,1.0,7.0,149,149.0,0.0,0.6666666666666666,0,0.04,5.96,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
5.0,1,9.0,2.0,3,2,4,15.0,3.0,7.0,3.0,212,30.285714285714285,0.42857142857142855,0.6666666666666666,0,1.1666666666666667,35.333333333333336,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
9.0,1,24.0,3.0,3,1,3,20.0,0.0,1.0,9.0,178,178.0,0.0,1.0,0,0.1,17.8,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
19.0,1,7.0,3.0,4,3,6,13.0,2.0,2.0,4.0,179,89.5,1.0,0.75,0,0.1,8.95,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
8.0,3,24.0,3.0,3,5,1,16.0,1.0,1.0,4.0,156,156.0,1.0,1.0,0,0.1111111111111111,17.333333333333332,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
13.0,3,18.0,3.0,4,1,3,19.0,1.0,8.0,8.0,202,25.25,0.125,0.75,0,0.5714285714285714,14.428571428571429,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1
16.0,3,9.0,3.0,6,2,3,16.0,6.0,7.0,10.0,323,46.142857142857146,0.8571428571428571,0.5,0,0.4117647058823529,19.0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1
3.0,1,30.0,3.0,2,3,3,25.0,2.0,2.0,8.0,152,76.0,1.0,1.5,1,0.5,38.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
13.0,2,10.0,3.0,3,4,11,16.0,4.0,4.0,7.0,189,47.25,1.0,1.0,0,0.2857142857142857,13.5,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
10.0,1,8.0,3.0,4,1,6,14.0,1.0,1.0,0.0,152,152.0,1.0,0.75,0,0.09090909090909091,13.818181818181818,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
7.0,3,9.0,2.0,5,1,6,12.0,2.0,2.0,2.0,160,80.0,1.0,0.4,0,0.25,20.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
3.0,2,15.0,2.0,3,1,1,19.0,4.0,4.0,7.0,163,40.75,1.0,0.6666666666666666,1,1.0,40.75,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
1.0,2,20.0,3.0,5,5,6,16.0,3.0,3.0,1.0,148,49.333333333333336,1.0,0.6,1,1.5,74.0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
12.0,1,10.0,2.0,3,3,1,13.0,3.0,3.0,8.0,150,50.0,1.0,0.6666666666666666,0,0.23076923076923078,11.538461538461538,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
1.0,1,31.0,3.0,5,3,7,15.0,1.0,2.0,4.0,145,72.5,0.5,0.6,1,1.0,72.5,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
1.0,1,7.0,4.0,4,3,2,13.0,2.0,2.0,3.0,174,87.0,1.0,1.0,1,1.0,87.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
5.0,1,14.0,3.0,4,5,3,13.0,4.0,4.0,13.0,168,42.0,1.0,0.75,0,0.6666666666666666,28.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
9.0,1,21.0,3.0,3,1,2,14.0,1.0,1.0,0.0,112,112.0,1.0,1.0,0,0.1,11.2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
14.0,1,16.0,3.0,4,5,5,13.0,1.0,7.0,7.0,272,38.857142857142854,0.14285714285714285,0.75,0,0.4666666666666667,18.133333333333333,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0
0.0,3,19.0,2.0,3,5,3,17.0,0.0,1.0,2.0,142,142.0,0.0,0.6666666666666666,1,1.0,142.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
7.0,1,8.0,2.0,4,5,7,13.0,0.0,5.0,9.0,160,32.0,0.0,0.5,0,0.625,20.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
13.0,1,31.0,3.0,4,1,9,14.0,2.0,2.0,8.0,166,83.0,1.0,0.75,0,0.14285714285714285,11.857142857142858,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
12.0,1,32.0,3.0,5,4,5,18.0,2.0,2.0,2.0,246,123.0,1.0,0.6,0,0.15384615384615385,18.923076923076923,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
1.0,1,9.0,3.0,5,1,3,23.0,2.0,2.0,1.0,136,68.0,1.0,0.6,1,1.0,68.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1
10.0,3,14.0,3.0,2,5,4,17.0,6.0,7.0,14.0,171,24.428571428571427,0.8571428571428571,1.5,0,0.6363636363636364,15.545454545454545,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
9.0,1,15.0,3.0,3,5,2,20.0,0.0,1.0,4.0,123,123.0,0.0,1.0,0,0.1,12.3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
9.0,3,16.0,3.0,4,3,2,12.0,0.0,1.0,0.0,112,112.0,0.0,0.75,0,0.1,11.2,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6.0,3,16.0,2.0,1,3,1,14.0,1.0,1.0,8.0,184,184.0,1.0,2.0,0,0.14285714285714285,26.285714285714285,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
1.0,3,7.0,3.0,5,5,3,13.0,2.0,2.0,8.0,168,84.0,1.0,0.6,1,1.0,84.0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
1.0,3,11.0,3.0,3,1,2,14.0,0.0,1.0,2.0,149,149.0,0.0,1.0,1,0.5,74.5,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
8.0,1,15.0,3.0,4,3,2,20.0,2.0,5.0,15.0,207,41.4,0.4,0.75,0,0.5555555555555556,23.0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0
9.0,3,8.0,3.0,3,3,7,18.0,0.0,1.0,2.0,122,122.0,0.0,1.0,0,0.1,12.2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
11.0,1,10.0,2.0,3,3,8,19.0,0.0,1.0,0.0,133,133.0,0.0,0.6666666666666666,0,0.08333333333333333,11.083333333333334,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
11.0,1,14.0,2.0,1,3,2,11.0,0.0,1.0,3.0,126,126.0,0.0,2.0,0,0.08333333333333333,10.5,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
4.0,1,14.0,3.0,4,3,3,14.0,9.0,9.0,10.0,160,17.77777777777778,1.0,0.75,0,1.8,32.0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
15.0,1,23.0,2.0,1,5,4,13.0,1.0,1.0,2.0,165,165.0,1.0,2.0,0,0.0625,10.3125,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
0.0,1,14.0,2.0,1,3,4,14.0,0.0,1.0,3.0,124,124.0,0.0,2.0,1,1.0,124.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
4.0,3,23.0,4.0,4,3,10,16.0,1.0,3.0,3.0,178,59.333333333333336,0.3333333333333333,1.0,0,0.6,35.6,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0
6.0,1,10.0,2.0,4,4,9,11.0,1.0,1.0,2.0,138,138.0,1.0,0.5,0,0.14285714285714285,19.714285714285715,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
6.0,1,11.0,3.0,4,2,2,13.0,0.0,1.0,2.0,129,129.0,0.0,0.75,0,0.14285714285714285,18.428571428571427,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
4.0,1,30.0,4.0,6,3,3,26.0,1.0,2.0,10.0,151,75.5,0.5,0.6666666666666666,0,0.4,30.2,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
8.0,1,26.0,3.0,5,1,3,13.0,4.0,9.0,8.0,154,17.11111111111111,0.4444444444444444,0.6,0,1.0,17.11111111111111,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
9.0,1,8.0,3.0,1,1,2,13.0,1.0,7.0,7.0,120,17.142857142857142,0.14285714285714285,3.0,0,0.7,12.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
7.0,3,14.0,3.0,3,5,6,17.0,1.0,1.0,2.0,165,165.0,1.0,1.0,0,0.125,20.625,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
0.0,1,6.0,2.0,4,5,2,16.0,1.0,1.0,3.0,140,140.0,1.0,0.5,1,1.0,140.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
23.0,1,13.0,3.0,5,3,4,20.0,1.0,3.0,13.0,265,88.33333333333333,0.3333333333333333,0.6,0,0.125,11.041666666666666,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
10.0,1,6.0,2.0,4,2,2,13.0,3.0,3.0,11.0,165,55.0,1.0,0.5,0,0.2727272727272727,15.0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
7.0,3,16.0,3.0,6,3,10,14.0,1.0,2.0,4.0,178,89.0,0.5,0.5,0,0.25,22.25,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
1.0,1,32.0,3.0,2,1,3,13.0,1.0,2.0,2.0,155,77.5,0.5,1.5,1,1.0,77.5,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
8.0,3,35.0,3.0,4,4,5,13.0,2.0,2.0,3.0,218,109.0,1.0,0.75,0,0.2222222222222222,24.22222222222222,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
1.0,3,10.0,4.0,4,1,3,13.0,1.0,2.0,1.0,141,70.5,0.5,1.0,1,1.0,70.5,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
20.0,1,25.0,3.0,4,3,7,12.0,1.0,2.0,3.0,230,115.0,0.5,0.75,0,0.09523809523809523,10.952380952380953,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
7.0,1,6.0,2.0,3,1,10,17.0,1.0,2.0,1.0,155,77.5,0.5,0.6666666666666666,0,0.25,19.375,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
12.0,1,7.0,3.0,4,3,6,15.0,1.0,2.0,1.0,204,102.0,0.5,0.75,0,0.15384615384615385,15.692307692307692,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0
9.0,1,16.0,2.0,4,5,2,13.0,1.0,1.0,0.0,114,114.0,1.0,0.5,0,0.1,11.4,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
11.0,1,14.0,2.0,4,4,2,22.0,1.0,3.0,3.0,124,41.333333333333336,0.3333333333333333,0.5,0,0.25,10.333333333333334,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
1.0,3,20.0,3.0,4,3,3,12.0,2.0,2.0,7.0,146,73.0,1.0,0.75,1,1.0,73.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
4.0,1,14.0,3.0,5,4,3,13.0,2.0,2.0,2.0,146,73.0,1.0,0.6,0,0.4,29.2,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1.0,1,7.0,4.0,5,5,8,14.0,1.0,2.0,8.0,149,74.5,0.5,0.8,1,1.0,74.5,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
5.0,3,12.0,3.0,4,4,3,12.0,1.0,3.0,3.0,153,51.0,0.3333333333333333,0.75,0,0.5,25.5,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
3.0,1,26.0,2.0,3,5,1,15.0,1.0,1.0,2.0,200,200.0,1.0,0.6666666666666666,1,0.25,50.0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
7.0,3,7.0,3.0,4,3,2,14.0,7.0,8.0,6.0,171,21.375,0.875,0.75,0,1.0,21.375,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
15.0,1,8.0,3.0,4,4,5,14.0,1.0,1.0,0.0,148,148.0,1.0,0.75,0,0.0625,9.25,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1.0,1,8.0,2.0,4,2,2,12.0,2.0,2.0,2.0,139,69.5,1.0,0.5,1,1.0,69.5,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0
6.0,3,16.0,2.0,3,3,2,14.0,0.0,1.0,9.0,155,155.0,0.0,0.6666666666666666,0,0.14285714285714285,22.142857142857142,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
11.0,3,16.0,3.0,3,1,2,11.0,0.0,1.0,9.0,153,153.0,0.0,1.0,0,0.08333333333333333,12.75,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
0.0,1,7.0,3.0,4,3,2,13.0,0.0,1.0,0.0,129,129.0,0.0,0.75,1,1.0,129.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
2.0,3,10.0,4.0,4,4,3,20.0,2.0,2.0,1.0,154,77.0,1.0,1.0,1,0.6666666666666666,51.333333333333336,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0
3.0,1,8.0,3.0,4,5,1,16.0,0.0,1.0,7.0,150,150.0,0.0,0.75,1,0.25,37.5,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
20.0,1,7.0,3.0,3,4,1,18.0,0.0,5.0,3.0,220,44.0,0.0,1.0,0,0.23809523809523808,10.476190476190476,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
4.0,1,8.0,3.0,5,2,5,13.0,0.0,1.0,0.0,128,128.0,0.0,0.6,0,0.2,25.6,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
0.0,3,16.0,3.0,3,3,2,12.0,0.0,1.0,3.0,143,143.0,0.0,1.0,1,1.0,143.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
3.0,1,22.0,4.0,6,1,2,19.0,2.0,2.0,4.0,147,73.5,1.0,0.6666666666666666,1,0.5,36.75,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
19.0,3,9.0,4.0,4,4,2,20.0,4.0,4.0,8.0,173,43.25,1.0,1.0,0,0.2,8.65,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1.0,3,9.0,3.0,4,3,3,20.0,1.0,3.0,3.0,153,51.0,0.3333333333333333,0.75,1,1.5,76.5,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2.0,1,6.0,2.0,4,2,4,14.0,1.0,1.0,7.0,261,261.0,1.0,0.5,1,0.3333333333333333,87.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0
29.0,1,15.0,3.0,5,4,3,16.0,4.0,16.0,1.0,261,16.3125,0.25,0.6,0,0.5333333333333333,8.7,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0
28.0,1,28.0,3.0,4,4,6,12.0,1.0,1.0,2.0,135,135.0,1.0,0.75,0,0.034482758620689655,4.655172413793103,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
9.0,1,6.0,3.0,5,4,8,13.0,1.0,3.0,7.0,122,40.666666666666664,0.3333333333333333,0.6,0,0.3,12.2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
3.0,3,17.0,3.0,4,4,3,15.0,3.0,3.0,3.0,148,49.333333333333336,1.0,0.75,1,0.75,37.0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0
9.0,1,13.0,4.0,4,3,2,15.0,2.0,3.0,3.0,160,53.333333333333336,0.6666666666666666,1.0,0,0.3,16.0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
15.0,3,8.0,2.0,5,2,2,15.0,5.0,6.0,9.0,298,49.666666666666664,0.8333333333333334,0.4,0,0.375,18.625,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1
10.0,1,10.0,2.0,4,4,6,13.0,7.0,8.0,8.0,170,21.25,0.875,0.5,0,0.7272727272727273,15.454545454545455,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
5.0,3,13.0,3.0,3,2,5,12.0,1.0,1.0,3.0,192,192.0,1.0,1.0,0,0.16666666666666666,32.0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
0.0,1,14.0,2.0,3,1,3,13.0,0.0,1.0,2.0,126,126.0,0.0,0.6666666666666666,1,1.0,126.0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
17.0,1,9.0,4.0,5,1,2,17.0,2.0,2.0,3.0,227,113.5,1.0,0.8,0,0.1111111111111111,12.61111111111111,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
20.0,1,14.0,4.0,4,3,8,14.0,2.0,2.0,8.0,233,116.5,1.0,1.0,0,0.09523809523809523,11.095238095238095,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
4.0,1,13.0,2.0,3,1,4,22.0,0.0,1.0,7.0,159,159.0,0.0,0.6666666666666666,0,0.2,31.8,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
0.0,1,14.0,2.0,4,3,2,14.0,0.0,1.0,7.0,124,124.0,0.0,0.5,1,1.0,124.0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1
1.0,3,17.0,4.0,4,3,3,13.0,1.0,2.0,4.0,168,84.0,0.5,1.0,1,1.0,84.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
27.0,1,25.0,3.0,3,5,10,11.0,0.0,1.0,4.0,155,155.0,0.0,1.0,0,0.03571428571428571,5.535714285714286,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
8.0,1,24.0,2.0,3,2,3,11.0,0.0,2.0,2.0,194,97.0,0.0,0.6666666666666666,0,0.2222222222222222,21.555555555555557,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0
3.0,2,13.0,3.0,5,4,3,12.0,2.0,2.0,1.0,153,76.5,1.0,0.6,1,0.5,38.25,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
8.0,1,7.0,4.0,4,5,7,15.0,2.0,2.0,4.0,155,77.5,1.0,1.0,0,0.2222222222222222,17.22222222222222,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
